Assessment_url,Assessment_Length,Description,Job_Levels,Languages,Test_Type,Remote_Support ,Adaptive_Support
https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,Approximate Completion Time in minutes = 6,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","Entry-Level,","English (USA), English (Australia), English International,",A K,Yes,No
https://www.shl.com/products/product-catalog/view/spring-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sql-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sql-server-new/,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Approximate Completion Time in minutes = 11,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/struts-new/,Approximate Completion Time in minutes = 5,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,Approximate Completion Time in minutes = N/A,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Approximate Completion Time in minutes = N/A,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,Approximate Completion Time in minutes = N/A,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English International,",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,Approximate Completion Time in minutes = -,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,Approximate Completion Time in minutes = -,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.


 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French (Canada),",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,Approximate Completion Time in minutes = -,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French,",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Approximate Completion Time in minutes = -,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Spanish,",S,Yes,No
https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Approximate Completion Time in minutes = -,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.


 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Latin American Spanish,",S,Yes,No
https://www.shl.com/products/product-catalog/view/swing-new/,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/tableau-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/teradata-development-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/time-management-u-s/,Approximate Completion Time in minutes = 15 to 35,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/training-development/,Approximate Completion Time in minutes = 15 to 35,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.","Front Line Manager, Manager,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/typing-new/,Approximate Completion Time in minutes = 2,Typing based test that evaluates typing speed and accuracy.,"Entry-Level,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Approximate Completion Time in minutes = Untimed,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Swedish, German, Finnish,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Approximate Completion Time in minutes = Untimed,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Portuguese,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Approximate Completion Time in minutes = Untimed,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic, Lithuanian, Danish, Dutch, English International, Finnish, German, Italian, Norwegian, Portuguese, Spanish, English (USA), Swedish,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/unix-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/vb-net-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Approximate Completion Time in minutes = 20,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
•	draw logical conclusions based on information provided
•	identify strengths and weaknesses of arguments
•	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
•	evaluate arguments
•	analyse scenarios
•	draw logical conclusions","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Approximate Completion Time in minutes = 8,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Entry-Level,","Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International,",A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Approximate Completion Time in minutes = Untimed,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",,,A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Approximate Completion Time in minutes = Untimed,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",,,A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-g/,Approximate Completion Time in minutes = 36,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles.","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Romanian, English (USA), English International, French (Canada), Latin American Spanish, Arabic, Dutch, French, German, Swedish, Chinese Simplified, Chinese Traditional, Czech, Danish, Greek, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Thai, Turkish, Finnish, Japanese, Spanish, Indonesian, Russian, Slovak, Serbian, Portuguese (Brazil), Vietnamese,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Approximate Completion Time in minutes = 10,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .
Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. 
As the name suggests, the test is designed to be used in screening or sifting processes","Entry-Level,","German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Approximate Completion Time in minutes = 24,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level,","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Approximate Completion Time in minutes = Untimed,Verify Interactive Ability Report,TBD,English (USA),A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Approximate Completion Time in minutes = Untimed,Verify Interactive G+ Candidate Report,TBD,English (USA),A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Approximate Completion Time in minutes = Untimed,Report for Verify Interactive G+,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",English (USA),A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Approximate Completion Time in minutes = 18,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Approximate Completion Time in minutes = 20,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek,",A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Approximate Completion Time in minutes = 5,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.","Entry-Level,","Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified,",A,Yes,No
https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,Approximate Completion Time in minutes = 15 minutes,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.","General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager,","English (USA), English International,",A,Yes,Yes
https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Approximate Completion Time in minutes = 10,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,"Entry-Level,","Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish,",A,Yes,No
https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,Approximate Completion Time in minutes = 34,"The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers & Fitters, Maintenance/ Repair Workers, Dispatchers, Surveillance, Quality 
Assurance Workers","Entry-Level, Mid-Professional, Professional Individual Contributor, Graduate, Manager,","English (USA),",A P,Yes,No
https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Approximate Completion Time in minutes = N/A,"SHL� innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL�s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/

 

Language Availability for the candidate and assessor simulation interface is shown in the list below.

 

Language Availability for the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic,",P,Yes,Yes
https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Approximate Completion Time in minutes = 5,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,"Entry-Level,","English International,",K,Yes,No
https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Approximate Completion Time in minutes = 5,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,"Entry-Level,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,Approximate Completion Time in minutes = 9,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,Approximate Completion Time in minutes = 5,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.","Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,Approximate Completion Time in minutes = 15,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,Approximate Completion Time in minutes = 15,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,Approximate Completion Time in minutes = 15,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

 

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",B S,Yes,No
https://www.shl.com/products/product-catalog/view/written-english-v1/,Approximate Completion Time in minutes = 30,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International,",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/written-spanish/,Approximate Completion Time in minutes = 22,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/zabbix-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
